"","name","label","concept"
"748","PCT005027","Total!!Female!!Under 5 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"749","PCT005028","Total!!Female!!5 to 9 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"750","PCT005029","Total!!Female!!10 to 14 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"751","PCT005030","Total!!Female!!15 to 17 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"752","PCT005031","Total!!Female!!18 and 19 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"753","PCT005032","Total!!Female!!20 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"754","PCT005033","Total!!Female!!21 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"755","PCT005034","Total!!Female!!22 to 24 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"756","PCT005035","Total!!Female!!25 to 29 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"757","PCT005036","Total!!Female!!30 to 34 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"758","PCT005037","Total!!Female!!35 to 39 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"759","PCT005038","Total!!Female!!40 to 44 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"760","PCT005039","Total!!Female!!45 to 49 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"761","PCT005040","Total!!Female!!50 to 54 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"762","PCT005041","Total!!Female!!55 to 59 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"763","PCT005042","Total!!Female!!60 and 61 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"764","PCT005043","Total!!Female!!62 to 64 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"765","PCT005044","Total!!Female!!65 and 66 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"766","PCT005045","Total!!Female!!67 to 69 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"767","PCT005046","Total!!Female!!70 to 74 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"768","PCT005047","Total!!Female!!75 to 79 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"769","PCT005048","Total!!Female!!80 to 84 years","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"770","PCT005049","Total!!Female!!85 years and over","SEX BY AGE FOR THE POPULATION IN HOUSEHOLDS"
"771","PCT006001","Total","POPULATION IN HOUSEHOLDS BY AGE (ITERATED BY RACE, HISPANIC OR LATINO ORIGIN, OR AMERICAN INDIAN OR ALASKA NATIVE TRIBE OR TRIBAL GROUPING OF THE HOUSEHOLDER)"
"772","PCT006002","Total!!Under 18 years","POPULATION IN HOUSEHOLDS BY AGE (ITERATED BY RACE, HISPANIC OR LATINO ORIGIN, OR AMERICAN INDIAN OR ALASKA NATIVE TRIBE OR TRIBAL GROUPING OF THE HOUSEHOLDER)"
"773","PCT006003","Total!!18 years and over","POPULATION IN HOUSEHOLDS BY AGE (ITERATED BY RACE, HISPANIC OR LATINO ORIGIN, OR AMERICAN INDIAN OR ALASKA NATIVE TRIBE OR TRIBAL GROUPING OF THE HOUSEHOLDER)"
"774","PCT007001","Average household size!!Total","AVERAGE HOUSEHOLD SIZE BY AGE"
"775","PCT007002","Average household size!!Total!!Under 18 years","AVERAGE HOUSEHOLD SIZE BY AGE"
"776","PCT007003","Average household size!!Total!!18 years and over","AVERAGE HOUSEHOLD SIZE BY AGE"
"777","PCT008001","Total","HOUSEHOLD TYPE"
"778","PCT008002","Total!!Family households","HOUSEHOLD TYPE"
"779","PCT008003","Total!!Family households!!Husband-wife family","HOUSEHOLD TYPE"
"780","PCT008004","Total!!Family households!!Other family","HOUSEHOLD TYPE"
"781","PCT008005","Total!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLD TYPE"
"782","PCT008006","Total!!Family households!!Other family!!Female householder, no husband present","HOUSEHOLD TYPE"
"783","PCT008007","Total!!Nonfamily households","HOUSEHOLD TYPE"
"784","PCT008008","Total!!Nonfamily households!!Householder living alone","HOUSEHOLD TYPE"
"785","PCT008009","Total!!Nonfamily households!!Householder not living alone","HOUSEHOLD TYPE"
"786","PCT009001","Total","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"787","PCT009002","Total!!1-person household","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"788","PCT009003","Total!!1-person household!!Male householder","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"789","PCT009004","Total!!1-person household!!Female householder","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"790","PCT009005","Total!!2-or-more-person household","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"791","PCT009006","Total!!2-or-more-person household!!Family households","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"792","PCT009007","Total!!2-or-more-person household!!Family households!!Husband-wife family","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"793","PCT009008","Total!!2-or-more-person household!!Family households!!Husband-wife family!!With own children under 18 years","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"794","PCT009009","Total!!2-or-more-person household!!Family households!!Husband-wife family!!No own children under 18 years","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"795","PCT009010","Total!!2-or-more-person household!!Family households!!Other family","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"796","PCT009011","Total!!2-or-more-person household!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"797","PCT009012","Total!!2-or-more-person household!!Family households!!Other family!!Male householder, no wife present!!With own children under 18 years","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"798","PCT009013","Total!!2-or-more-person household!!Family households!!Other family!!Male householder, no wife present!!No own children under 18 years","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"799","PCT009014","Total!!2-or-more-person household!!Family households!!Other family!!Female householder, no husband present","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"800","PCT009015","Total!!2-or-more-person household!!Family households!!Other family!!Female householder, no husband present!!With own children under 18 years","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"801","PCT009016","Total!!2-or-more-person household!!Family households!!Other family!!Female householder, no husband present!!No own children under 18 years","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"802","PCT009017","Total!!2-or-more-person household!!Nonfamily households","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"803","PCT009018","Total!!2-or-more-person household!!Nonfamily households!!Male householder","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"804","PCT009019","Total!!2-or-more-person household!!Nonfamily households!!Female householder","HOUSEHOLD SIZE BY HOUSEHOLD TYPE BY PRESENCE OF OWN CHILDREN"
"805","PCT010001","Total","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"806","PCT010002","Total!!Households with one or more people under 18 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"807","PCT010003","Total!!Households with one or more people under 18 years!!Family households","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"808","PCT010004","Total!!Households with one or more people under 18 years!!Family households!!Husband-wife family","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"809","PCT010005","Total!!Households with one or more people under 18 years!!Family households!!Husband-wife family!!Under 6 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"810","PCT010006","Total!!Households with one or more people under 18 years!!Family households!!Husband-wife family!!Under 6 years and 6 to 17 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"811","PCT010007","Total!!Households with one or more people under 18 years!!Family households!!Husband-wife family!!6 to 17 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"812","PCT010008","Total!!Households with one or more people under 18 years!!Family households!!Other family","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"813","PCT010009","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"814","PCT010010","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Male householder, no wife present!!Under 6 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"815","PCT010011","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Male householder, no wife present!!Under 6 years and 6 to 17 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"816","PCT010012","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Male householder, no wife present!!6 to 17 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"817","PCT010013","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Female householder, no husband present","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"818","PCT010014","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Female householder, no husband present!!Under 6 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"819","PCT010015","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Female householder, no husband present!!Under 6 years and 6 to 17 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"820","PCT010016","Total!!Households with one or more people under 18 years!!Family households!!Other family!!Female householder, no husband present!!6 to 17 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"821","PCT010017","Total!!Households with one or more people under 18 years!!Nonfamily households","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"822","PCT010018","Total!!Households with one or more people under 18 years!!Nonfamily households!!Male householder","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"823","PCT010019","Total!!Households with one or more people under 18 years!!Nonfamily households!!Male householder!!Under 6 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"824","PCT010020","Total!!Households with one or more people under 18 years!!Nonfamily households!!Male householder!!Under 6 years and 6 to 17 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"825","PCT010021","Total!!Households with one or more people under 18 years!!Nonfamily households!!Male householder!!6 to 17 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"826","PCT010022","Total!!Households with one or more people under 18 years!!Nonfamily households!!Female householder","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"827","PCT010023","Total!!Households with one or more people under 18 years!!Nonfamily households!!Female householder!!Under 6 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"828","PCT010024","Total!!Households with one or more people under 18 years!!Nonfamily households!!Female householder!!Under 6 years and 6 to 17 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"829","PCT010025","Total!!Households with one or more people under 18 years!!Nonfamily households!!Female householder!!6 to 17 years only","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"830","PCT010026","Total!!Households with no people under 18 years","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"831","PCT010027","Total!!Households with no people under 18 years!!Family households","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"832","PCT010028","Total!!Households with no people under 18 years!!Family households!!Husband-wife family","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"833","PCT010029","Total!!Households with no people under 18 years!!Family households!!Other family","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"834","PCT010030","Total!!Households with no people under 18 years!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"835","PCT010031","Total!!Households with no people under 18 years!!Family households!!Other family!!Female householder, no husband present","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"836","PCT010032","Total!!Households with no people under 18 years!!Nonfamily households","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"837","PCT010033","Total!!Households with no people under 18 years!!Nonfamily households!!Male householder","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"838","PCT010034","Total!!Households with no people under 18 years!!Nonfamily households!!Female householder","HOUSEHOLDS BY PRESENCE OF PEOPLE UNDER 18 YEARS BY HOUSEHOLD TYPE BY AGE OF PEOPLE UNDER 18 YEARS"
"839","PCT011001","Total","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"840","PCT011002","Total!!Householder 15 to 64 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"841","PCT011003","Total!!Householder 15 to 64 years!!Family households","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"842","PCT011004","Total!!Householder 15 to 64 years!!Family households!!Husband-wife family","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"843","PCT011005","Total!!Householder 15 to 64 years!!Family households!!Husband-wife family!!With related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"844","PCT011006","Total!!Householder 15 to 64 years!!Family households!!Husband-wife family!!No related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"845","PCT011007","Total!!Householder 15 to 64 years!!Family households!!Other family","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"846","PCT011008","Total!!Householder 15 to 64 years!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"847","PCT011009","Total!!Householder 15 to 64 years!!Family households!!Other family!!Male householder, no wife present!!With related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"848","PCT011010","Total!!Householder 15 to 64 years!!Family households!!Other family!!Male householder, no wife present!!No related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"849","PCT011011","Total!!Householder 15 to 64 years!!Family households!!Other family!!Female householder, no husband present","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"850","PCT011012","Total!!Householder 15 to 64 years!!Family households!!Other family!!Female householder, no husband present!!With related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"851","PCT011013","Total!!Householder 15 to 64 years!!Family households!!Other family!!Female householder, no husband present!!No related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"852","PCT011014","Total!!Householder 15 to 64 years!!Nonfamily households","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"853","PCT011015","Total!!Householder 15 to 64 years!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"854","PCT011016","Total!!Householder 15 to 64 years!!Nonfamily households!!Householder not living alone","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"855","PCT011017","Total!!Householder 65 years and over","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"856","PCT011018","Total!!Householder 65 years and over!!Family households","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"857","PCT011019","Total!!Householder 65 years and over!!Family households!!Husband-wife family","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"858","PCT011020","Total!!Householder 65 years and over!!Family households!!Husband-wife family!!With related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"859","PCT011021","Total!!Householder 65 years and over!!Family households!!Husband-wife family!!No related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"860","PCT011022","Total!!Householder 65 years and over!!Family households!!Other family","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"861","PCT011023","Total!!Householder 65 years and over!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"862","PCT011024","Total!!Householder 65 years and over!!Family households!!Other family!!Male householder, no wife present!!With related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"863","PCT011025","Total!!Householder 65 years and over!!Family households!!Other family!!Male householder, no wife present!!No related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"864","PCT011026","Total!!Householder 65 years and over!!Family households!!Other family!!Female householder, no husband present","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"865","PCT011027","Total!!Householder 65 years and over!!Family households!!Other family!!Female householder, no husband present!!With related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"866","PCT011028","Total!!Householder 65 years and over!!Family households!!Other family!!Female householder, no husband present!!No related children under 18 years","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
"867","PCT011029","Total!!Householder 65 years and over!!Nonfamily households","HOUSEHOLDS BY AGE OF HOUSEHOLDER BY HOUSEHOLD TYPE BY PRESENCE OF RELATED CHILDREN"
